RADZIHOVSKY, L
JERSEY, RN
WATTIS, JAD
KONDAKOVA, IV
RULLIERALBENQUE, F
VIEILLEFOND, PA
KAINTH, DS
RICHARDS, D
HUGHES, HP
MOSKALETS, MV
MCCULLOCH, IP
WILLIAMSON, A
GADE, RM
SEDRAKIAN, DM
KHACHATRIAN, AZ
DERZHKO, V
KUMAR, KK
HANDY, BS
ONG, CK
JIN, BB
TAN, CY
XU, SY
CHEN, P
FENG, YP
SAWA, A
OBARA, H
YAMASAKI, H
YOSHIDA, MKN
SOSKIN, SM
KIM, TH
II, WR
BENNABI, K
MAAROUF, S
OUMI, N
WAKABAYASHI, Y
RODIRGUEZ, A
JAPARIDZE, G
MACIOLEK, A
ANNUNZIATO, M
GOVAERTS, J
STENUIT, G
AA, OVD
PARIHAR, SR
LYON, SA
KISELEV, AA
JACKSON, DK
PERKINS, G
BECKER, B
PAULUS, PM
LUKEFAHR, HG
DIGGS, B
GENOVESE, C
KADANE, JB
RODRIGUEZ, T
ARECCHI, FT
BRAGARD, J
CASTELLANO, LM
OHL, M
GOLDAMMER, M
ROTH, S
BEACH, KSD
BAKKE, S
OREN, PE
YAFYASOV, AM
IVANKIV, IM
BOGEVOLNOV, VB
SILHANEK, AV
THOMPSON, JR
SONG, KJ
TOMY, CV
STAMATESCU, IO
WU, TT
KOBELEV, V
ROMANOV, E
CAPEL, HW
PASMANTER, RA
YEVTUSHENKO, O
ALFORD, M
BRITO, FA
KLICH, I
MANN, A
REVZEN, M
STARR, S
SEIRINGER, R
STORM, C
SPRUIJT, W
MACHADO, M
RAFIITABAR, H
SEPANGI, HR
CHEREMISIN, MV
POTVIN, G
MOHANTY, PS
NIETO, MM
TATSUAKI, W
TONG, YW
BROSIG, S
WARBURTON, RJ
NGUYEN, C
BRAR, B
FYODOROV, Y
ANGEWANDTE, VTDSIF
SINHARAY, P
CRESCIMANNO, M
KOAY, CG
PETERSON, R
DUSSEL, GG
CROOK, R
MONTANARI, A
LEE, YH
BOLCATTO, PG
PROETTO, CR
KETTENIS, MM
SUTTORP, LG
MEHRA, V
LUCA, JD
GARCIA, J
HOPPE, H
LEE, JC
IVANOV, VA
KHUONG, P
MAHAJAN, AV
BEMMEL, KJHV
QUINTANILLA, J
DUBOS, P
CROZES, T
PANIEZ, P
PERROT, F
JOGLEKAR, YN
LIMA, KCV
AYALA, AP
KADANE, JMF
PLIHAL, M
VAGNER, I
CAFIERO, ADCR
TSVELIK, AANAM
GOLDMANN, E
GINDIKIN, Y
JIN, H
SKWIRBLIES, S
BEREZOVSKY, SV
KIRILLOVA, O
FECHNER, A
ARAUJOMOREIRA, FM
FILHO, PNL
ZANETTI, SM
LEITE, ER
ORTIZ, WA
BAK, M
MICNAS, R
PEREZ, PF
CASTELLANOS, CR
IHRA, W
EVANS, TS
STEER, DA
MULLER, KH
PISMEN, LM
HADZIBABIC, Z
NENKOV, K
H, K
ANTA, JA
OZAKI, T
AOKI, M
PETTIFOR, DG
ASANO, Y
JEANNERET, B
HANSEN, MF
KLEIN, U
BAXENDALE, M
RUPESINGHE, NL
KOULOVASSILOPOULOS, GIV
OZPINECI, A
LEITNER, DM
YACOBY, A
MOSER, M
PRETS, A
SPITZER, WL
KUSCER, D
KOSEC, M
RICHARD, D
ZEPEZAUER, E
KALBECK, A
GANICHEV, SD
KORZENIETZ, W
PRETTL, W
WILKENS, M
LONG, M
MARKEZ, T
LUZZI, R
VASCONCELLOS, AR
RAMOS, JG
POLSON, JM
PRONK, S
BAUER, GH
MELKONYAN, G
GULIAN, AM
BERGERE, M
VAST, N
BESSON, JM
MUELKEN, O
HARTING, J
SUSAKI, T
TONOGAI, T
RULMONT, A
ANDREICA, D
SCHAFER, J
SKRYPNIK, WI
LEVESQUE, D
WEIS, JJ
WEICHMAN, PB
APRILI, M
KONTOS, T
NORO, MG
KERN, N
VALENZUELA, B
MAGDALENO, FX
WEGROWE, JE
COMMENT, A
JACCARD, Y
ANSERMET, JP
DEMPSEY, NM
NOZIERES, J
LUO, X
HUANG, C
JIANG, J
JIRARI, H
DARE, AM
ALBINET, G
GIRLANDA, M
COMAS, F
RICK, SW
HEFFNER, R
KANEDA, K
MCCRONE, JE
CAYSSOL, J
KEVREKIDIS, PG
PASHKEVICH, YG
BLINKIN, VA
GNEZDILOV, VP
TSAPENKO, VV
EREMENKO, VV
WACHTER, P
RUBIN, SG
TOYA, K
FUKUSHIMA, K
ALSAQER, M
KIRAKOSYAN, MMAAA
BUNK, O
ZEYSING, JH
FALKENBERG, G
JOHNSON, RL
NIELSEN, M
NIELSEN, MM
FEIDENHANSL, R
NAGEL, U
LIPPMAA, E
LOTTERMOSER, L
BERGRASMUSSEN, F
DALLAKYAN, SK
HIRATA, S
BLAIZOT, JP
SACHRAJDA, A
RAMAKRISHNAN, S
GROVER, AK
MISHRA, PK
SAHNI, VC
BALAKRISHNAN, G
BERNARDET, K
LILLO, F
STRALEY, JP
HUEBSCH, A
WALTER, C
HALEVI, P
SAHOO, D
MAO, JM
ZUDOV, ME
LEE, PP
SADWICK, LP
HW, RJ
HELD, R
LUESCHER, S
FUHRER, A
REYGONZALEZ, RR
TOGAWA, Y
CHEN, SY
PASHCHENKO, VA
NEKRASOV, IA
PISANI, L
PAN, SH
HUDSON, EW
LANG, KM
DAVIS, JC
PLEWA, JS
LU, M
LEONPEREZ, FD
SAMBANDAMURTHY, G
DASGUPTA, K
CHANDRASEKHAR, N
AKCAY, AR
ZIMAN, T
RZHEVSKII, V
MANDONNET, E
MINGUZI, A
CARUSOTTO, I
LAGOFERNANDEZ, LF
HUERTA, R
CORBACHO, F
SIGUENZA, JA
KISELEV, A
OMIYA, T
SAKON, T
HAEFTEN, BV
REEDIJK, JA
MARTENS, HCF
MICHELS, MAJ
COSTI, T
BARNETT, RN
GRINBERG, I
BRAGINSKY, L
TRAVING, M
KREIS, C
ADELUNG, R
HORST, JWVD
BOBBERT, PA
BROCKS, G
MOTOVILOV, AK
SANDHAS, W
BELYAEV, VB
GENNES, PGD
GOETTKERSCHNETMANN, J
RAIMBAULT, J
CEVA, H
WOHLFAHRT, M
JANSSEN, AGM
HAUEISEN, R
WEISS, G
LASKIN, N
KARAKHANYAN, D
MIRUMYAN, M
LIECHTENSTEIN, A
GROSSE, I
GOREMYCHKIN, E
RAINFORD, B
MURANI, A
MASSOLO, G
BUTORIN, SM
PASKVAN, M
SCHIFFER, P
GORIGIORGI, P
SACCHETTI, F
SCARLET, B
BLAIR, D
KLEMM, K
SCHUSTER, HG
BENETTIN, G
PERRONI, F
HELLER, EJ
TRIBE, R
ZABORONSKI, O
DORFMAN, JR
ADLER, RJ
NEMENMAN, IM
OVERDUIN, JM
SANTIAGO, DI
CAHILL, M
FLEHARTY, M
CAHILL, K
BICUDO, PJDA
SCHAEFER, BJ
PIRNER, HJ
WANG, SY
V, IV
V, KI
V, VP
POGOSIAN, L
TEDESCO, L
KAWAI, H
KITAZAWA, Y
GRINZA, P
ZABRODIN, A
HIROKAWA, M
OGURISU, O
HORVATHY, MHPA
YERA, JC
CAPUTO, P
SORNBORGER, A
ANDERSEN, KH
CARLSSON, AH
MALMBERG, JN
ANDERSON, D
LISAK, M
OSTROVSKAYA, EA
STADELE, M
CILIBERTO, A
MENGONI, A
BRONSKI, JC
MCLAUGHLIN, RM
LEHNERTZ, K
KRIKELIS, A
VESZTERGOMBI, F
ROHRBACH, F
MACKIE, M
KOWALSKI, R
SEDLMAIER, S
SCHEDELBECK, G
ABSTREITER, G
BAUER, WR
BOCK, M
SCHAD, LR
WACKER, C
HARTLEP, A
KIVSHAR, GERS
ANDRADE, SCBD
ERICHSEN, R
SZIRMAI, G
ALIGIA, A
HEBRAL, B
CORWIN, AD
HE, J
CANEDY, C
STANISHEVSKY, A
MELNGAILIS, J
ZHANG, CL
DEANDRADE, MC
GUPTA, KD
MOORTHY, VHS
PHYSICS, PPT
ROY, R
RAY, E
QIAN, X
SAKAMOTO, A
NAKAMURA, F
GOKO, T
HORI, J
UNO, Y
KIKUGAWA, N
FUJITA, T
TENIERS, G
CURRAS, S
PERRET, J
MARTINOLI, P
LOCQUET, J
TEITELBAUM, GB
BFCCHNER, B
GRONCKEL, HD
REGINATTO, M
LENGYEL, F
BAGHDASSARIAN, O
TABBERT, B
CHU, H
FRUSAWA, H
HAYAKAWA, R
BOUQUET, F
MANDAL, S
BHATTACHARYYA, STAJ
XUE, YY
MENG, RL
CMAIDALKA, J
DEZANETI, LM
LORENZ, B
HEILMAN, AK
TOTSUKA, K
SHIBATA, J
TAKAGI, S
FINKELSTEIN, G
EHLERS, G
MEZEI, F
NAVAU, C
GUO, R
NAKHMEDOV, EP
HOLLEITNER, AW
QIN, H
KIRKPATRICK, S
SELMAN, B
TROYANSKY, L
STRAUSS, O
DRAZER, G
BARBARA, P
CAWTHORNE, AB
LOBB, CJ
GEMELKE, N
PREOBRAZENSKIY, VV
TSIMRING, LS
GORKOM, RPV
LAZO, E
SEELIG, G
BEATRICE, C
LOBUE, M
TIBERTO, P
RAYCHAUDHURI, S
FOSTER, DG
JORNE, J
ILANI, S
CHIORESCU, I
MULLER, A
BOGGE, H
BARBARA, B
PASSOS, WAC
MARCHENKOV, A
SIMMONDS, RW
LOSHAK, A
PACKARD, RE
VARANI, L
TASKINEN, LJ
FARHANGFAR, S
GRANT, DE
LONG, AR
DAVIES, JH
FERRAND, D
CIBERT, J
BOURGOGNON, C
TATARENKO, S
WASIELA, A
FISHMAN, G
BONANNI, A
SITTER, H
KOLESNIK, S
BARCZ, A
LIANG, HY
AGGARWAL, S
GIAMPAOLI, JA
STRIER, DE
BATISTA, C
LUX, T
KELLER, O
JENSEN, PJ
POULOPOULOS, P
FARLE, M
BABERSCHKE, K
TESSONE, CJ
MIGNANI, R
SCIPIONI, R
HUR, NH
MAHNKE, R
SINGH, EMRRP
ZINOVIEV, YM
SMITH, MF
GAJEWSKI, CCADA
BOTH, JA
FRYDEL, D
TERILLA, WH
BURKE, K
KAHL, G
GAGNE, CJ
YAO, Z
BOLLE, CA
HALL, B
CATTANI, F
ALVAREZ, G
URMANN, J
KUDASOV, Y
OVCHINNIKOV, A
WOO, JM
WEHR, J
ANANE, A
RAQUET, B
MOLNAR, SV
PINSARDGODART, L
SHLIMAK, I
KHONDAKER, SI
GALLUS, O
WAN, X
KOSSLER, WJ
FERTIG, N
TILKE, A
BEHRENDS, JC
BRUGGENCATE, GT
BOULAT, E
PODZOROV, V
MENES, R
PINCUS, PA
LIPAN, O
DEHLINGER, G
GOLDOBIN, E
WALLRAFF, A
PRIX, R
HUBER, TE
BLYTHE, RA
BARABASH, S
NEDELCU, CM
BANSIL, A
KAPRZYK, S
MIJNARENDS, PE
TOBOLA, J
HOYLE, RB
LOPEZSANDOVAL, R
AGULLORUEDA, F
BOJARCZUK, N
SASAMOTO, T
MESKINI, N
FROBRICH, P
SA, D
CHUDNOVSKY, V
KELLERMARXER, P
PENG, D
EISENBERG, HR
SIMON, F
MURANYI, F
FEHER, T
SHIMODA, H
DRAEGER, EW
LAWES, G
KINGSLEY, SCJ
MULDERS, N
PARPIA, JM
TALAMANTES, J
FILIPPOV, AE
SCHOTTE, KD
JURECKA, C
BURGERMEISTER, R
AESCHLIMANN, M
GANBOLD, G
CALLEGARI, C
CONJUSTEAU, A
REINHARD, I
LEHMANN, KK
SCOLES, G
JACKSON, AN
KROEMMER, H
ERBE, A
HARRY, GM
JIN, I
PAIK, HJ
STEVENSON, TR
WOJTKIEWICZ, J
IMAI, H
SHIMAKAWA, Y
SUSHKO, YV
KUBO, Y
STAGARESCU, CB
SU, X
ALTMANN, DEEKN
GUPTA, FJHA
ADICHTCHEV, SV
LEROY, JP
PETIT, D
GOYCHUK, I
MALITS, P
KAPLUNOVSKY, A
FREIRE, JAK
FREIRE, VN
FARIAS, GA
HARTMANN, L
GURTIN, ME
LEONI, G
SEDEKI, A
LAMBERT, P
FOURNIER, P
SEKIYAMA, SJOHKRJA
IWASAKI, T
PARK, SSYSEJCJG
LUUSALO, R
HUSMANN, A
ZHAO, S
REITH, D
TIMONIN, PN
BRAZOVSKI, S
KIROVA, N
FERRETTI, M
SHERMAN, EY
BARREIRO, LA
CAMPANHA, JR
CHOI, BH
KOH, H
PARK, HJKJH
NAHM, T
PARK, WG
HONG, JP
KIM, CO
EXARTIER, R
MORELLE, M
MOLINO, F
APPELL, J
FILALI, M
MICHEL, E
PORTE, G
MORA, S
SUNYER, E
HAO, B
HOSHI, T
CHONG, I
TERASHIMA, T
FROMER, NA
SCHULLER, C
ENRIQUE, RA
BELLON, P
CHADDAH, P
BULLOUGH, RK
TIMONEN, J
CHUNG, J
CHOI, B
CHO, EJ
KIM, HD
KWON, YS
JUNNO, T
CARLSSON, S
THELANDER, C
ZHONG, F
DONG, J
STILLINGER, DK
STILLINGER, FH
TRUSKETT, TM
DEBENEDETTI, PG
PENTCHEVA, R
HAYDOCK, R
LIMA, JPD
RES, I
KUSHWAHA, MS
CHAUDHURI, P
PIMENTEL, IR
DIAS, FC
MARTELO, LM
HARLEY, RT
LAISSARDIERE, GTD
KIM, KW
WAMBAUGH, JF
MARCHESONI, F
GARNER, SR
RODRIGUEZ, YW
BUCHER, B
KADAS, K
KERN, G
BURGER, S
BONGS, K
DETTMER, S
SANPERA, A
WIDJAJAKUSUMA, J
BARILOCHE, AAAEA
SCAROLA, VW
GELFERT, A
LINDROOS, M
SRIVASTAVA, RC
LI, YH
AMITSUKA, H
METOKI, N
KUWAHARA, K
SAKAKIBARA, T
MORIMOTO, H
KAWARAZAKI, S
MIYAKO, Y
CHNG, C
DEGENHARD, A
MCRAE, E
VANGELISTI, R
FESTIN, O
CHAKALOV, R
SONODA, MT
DEMISHEV, SV
PRONIN, AA
SLUCHANKO, NE
APEL, VM
OSSIPOV, A
PASTORINO, C
GAMBA, Z
MINAKOVA, VE
BLOYET, D
BONGIRAUD, JP
DOLABDJIAN, C
THIEC, PL
KHANIN, K
EYINK, G
XIN, J
BOGACZ, L
DADIC, I
LITIM, DF
CONTROZZI, D
WILKE, T
BLASONE, M
JIZBA, P
SCHENKER, JH
FRIEDRICH, RM
MICHEL, N
SOFIANOS, SA
KOLGANOVA, EA
MITRA, S
FILIPPO, SD
MUSTECAPLIOGLU, O
CAMETTI, F
TONINELLI, F
REKDAL, PK
SKAGERSTAM, BK
HEBERT, F
KOLOMEISKY, EB
WILKENS, T
BORISENKO, IV
CONSTANTINIAN, KY
VOLCHENKOV, D
LIMA, R
DIZHUR, EM
SETTE, F
FIORETTO, D
LORENZEN, M
KRISCH, M
MASCIOVECCHIO, C
PIGNON, F
LACHET, V
SCHMIDT, G
PALCHIKOV, YV
SHUTENKO, TA
BALUCANI, U
CUNSOLO, A
VERBENI, R
FONTANA, A
MERMET, A
JAHANMIRI, M
TAMARIT, F
CHAVANIS, P
LANGE, M
BEKAERT, J
MAY, U
GOLO, VL
YEVDOKIMOV, YM
RS, SS
ZHERLITSYN, SV
ROZENFELD, A
MANDACHE, C
GORDILLO, MC
FRIKACH, K
CASTONGUAY, M
TRUONG, KD
AWAZU, A
POWELL, BM
BOGHOSIAN, B
FRITSCHYELLE, J
BAEVSKY, RM
VIVERIT, L
BUSCHLE, J
DIETERICH, W
DAVIS, T
HERINGA, BA
SADZIKOWSKI, M
RAMOS, ACA
NAGAI, K
CAMBLONG, HE
ASANO, T
INAGAKI, Y
AJIRO, Y
ROUZIERE, S
BRAZOVSKII, S
POUGET, JP
SCHULMAN, LS
LIU, X
POHL, RO
HAMS, A
GLAND, N
JOHNSON, DL
SCHWARTZ, LM
ALMEIDA, MP
GHOSH, AW
KHARE, SV
AOKI, T
KEZSMARKI, I
ZAMBORSZKY, F
MILJAK, M
UNGER, T
YIN, H
GROSS, N
KONOTOP, VV
THEEUWEN, SJCH
CARO, J
WELLOCK, KP
RADELAAR, S
POZZI, B
PALSSON, G
LAGOMARSINO, MC
SKOSKIEWICZ, T
PLESIEWICZ, W
BOYCE, B
CURILEF, S
JOHNSON, JD
STAINES, MP
ALLODI, G
RENZI, RD
SOLZI, M
KAMENEV, K
EFREMOV, DV
MARENKO, MS
GRUEMMER, F
ORLOV, AO
AMLANI, I
LENT, CS
SNIDER, GL
MASHKEVICH, SV
VILCHYNSKYY, SI
CARR, LD
NAGARAJA, S
LEBURTON, J
ROSSO, A
VARLAMOV, A
KIMOTO, T
HAMADA, N
SUMPTION, MD
SCANLAN, RM
NIJHUIS, A
COLLINGS, EW
GUO, SH
SEGRANSAN, P
MARAGO, OM
HOPKINS, SA
ARLT, J
HODBY, E
HECHENBLAIKNER, G
FOOT, CJ
GUO, S
YE, A
DETLEFS, C
CANFIELD, P
MARAGO, O
WEBSTER, S
MORENO, AJ
BEKERIS, V
KIM, HJ
BURRIEL, R
MORENO, MS
VARELA, A
MAITRA, T
TEMPERE, J
TRUNIN, MR
NEFYODOV, YA
FINK, HJ
LOCQUET, JP
WANG, XF
LIMA, ICDC
ABRAMYAN, LA
PROTOGENOV, AP
VERBUS, VA
HARO, MLD
TAGUENAMARTINEZ, J
PEREZ, H
VILLEGAS, L
BORZSONYI, T
BUKA, A
KREKHOV, AP
SCALDIN, OA
KRAMER, L
BOESE, D
LISCHKA, M
BERGLI, J
YOON, M
BUCHENAU, U
WISCHNEWSKI, A
WANG, KY
SPINU, L
CHEKHOV, L
KIESSLICH, G
SCHOLL, E
BACCI, S
VICENTE, JJ
MENEGHETTI, M
KURIN, VV
SHERESHEVSKY, IA
VDOVICHEVA, NK
KROHA, H
EASTHAM, PR
LEE, JK
CURRO, NJ
SANCHEZ, AD
DALOSTO, SD
PELEG, A
ELSKENS, Y
MORGAN, SA
TESAR, R
SIMSA, Z
SPICKA, V
TSCHERSICH, A
SUSHKO, N
MAKSIMOVA, GM
VODOLAZOV, DY
MAKSIMOV, IL
GLYDE, HR
PLANTEVIN, O
DANIELSON, PS
MCCAULEY, JL
MOHIUDDINJACOBS, F
DMOWSKI, W
DODGE, JS
SCHUMACHER, AB
INGLE, N
BOMPADRE, SG
HEBARD, AF
MARIS, G
BAAS, J
HE, L
BARTOLO, D
LONG, D
HERTEL, T
MOOS, G
MANALO, S
MICHOR, H
ELHAGARY, M
HILSCHER, G
HERBST, O
HARUS, GI
IGNATENKOV, AN
PONOMAREV, AI
SABIRZYANOVA, LD
SHELUSHININA, NG
BROCKFELD, E
ARNAUD, B
COHEN, SD
EINSTEIN, TL
GIESEN, M
VOO, KK
DMITRIEV, DV
KRIVNOV, VY
OVCHINNIKOV, AA
ZU, X
C, LDC
ZIKIC, R
C, ZR
SOUSA, AO
LEHMANN, J
REIMANN, P
PARRY, A
PIASECKI, PAMJ
RENAN, R
PACHECO, MH
ALMEIDA, CAS
VALE, C
KADOW, C
KORNYSHEV, AA
LEIKIN, S
PETKOVA, PI
ROSHCHUPKIN, SP
VOROSHILO, AI
ZACHEK, IR
MOINA, AP
DUDA, AS
HABERKERN, R
ROTH, C
KNOEFLER, R
ZAVALICHE, F
HAEUSSLER, P
SCHULZE, S
SRICHEEWIN, C
KOMIRENKO, SM
DEMIDENKO, AA
MCKINNEY, WR
BERTOLDI, G
KONNO, N
TANEMURA, H
TSUBOTA, M
KASAMATSU, K
NARAYANAN, A
TOTH, P
COCINA, EV
MORALES, EV
RODRIGUEZ, RG
SOUTHERN, BW
ZARUBIN, AV
BRAK, R
OWCZAREK, A
GOSPODINOV, V
SZABO, P
LORENZO, AD
PAKHOMOV, AB
KNOBEL, M
LIMA, OFD
YABLONSKIKH, MV
EZHOV, AV
GREBENNIKOV, VI
BUTORIN, EZKSM
SOTHE, C
KAAMBRE, T
MAGNUSON, M
PLOGMANN, JNS
ITO, J
ODINTSOV, A
PONZI, A
KREMP, D
SEMKAT, D
BONITZ, M
ALADYSHKIN, AY
TOKMAN, ID
WOOD, AJ
MORAVSKII, AP
LADIEU, F
LHOTE, D
TOURBOT, R
CAMPI, X
KRIVINE, H
PLAGNOL, E
SATOR, N
KOVAL, Y
LEVITCHEV, M
FISTUL, MV
GESHKENBEIN, AEKVB
DOUBBLE, R
FEIGUIN, A
AGRINSKAYA, NV
BONETTO, F
LAGES, J
FRANCAVIGLIA, S
DELOUBRIERE, O
LOGVENOV, GY
AIDA, T
GILCHRIST, J
DIB, R
BUSCHE, T
HOLYST, J
FOUXON, A
FUJIMOTO, K
ISHAK, M
MUSGRAVE, P
MOURRA, J
LAKE, K
PESTOV, IB
FERRARO, G
PAPINUTTO, M
KOSTOV, I
MYUNG, YS
CHRISTIANSEN, HR
DATE, E
BODINEAU, T
JEUGT, JVD
GUTTORMSEN, M
BJERVE, A
HJORTHJENSEN, M
MELBY, E
REKSTAD, J
SIEM, S
BARBOSA, CI
HARNEY, HL
LABEYRIE, G
TOMASI, FD
BERNARD, JC
MUELLER, CA
MINIATURA, C
KAISER, R
KILLIAN, TC
KLEPPNER, D
MARTIN, R
BISWAS, PK
SULTANOV, RA
BROWN, LS
LASINIO, GJ
GEYLER, VA
DAND, GD
CHOW, C
COHEN, TD
KOREPANOV, IG
FLIMM, O
IVANOV, AA
BONANNO, G
SCHAUERTE, T
SIRIGU, L
RUDRA, A
VOUILLOZ, F
AMBIGAPATHY, R
DEVEAUD, B
LIU, N
BERTRAM, HN
MADISON, KW
WOHLLEBEN, W
CAMPBELL, BJ
CHEETHAM, AK
HANIF, K
SANTOS, AD
STROUSE, GF
BOSELLI, MA
GHAZALI, A
BUSSER, CA
LIMA, AL
LABARTA, A
BANDYOPADHYAY, B
MANDAL, P
GHOSH, B
FOMIN, IA
ELSINGER, H
WOSNITZA, J
WANKA, S
HAGEL, J
SCHWEITZER, D
STRUNZ, W
MIYAZIMA, S
NAGAMINE, T
MIYAJIMA, H
ZHAO, GM
KRAUS, A
SERGEEVA, G
KAZARYAN, A
DREGIA, SA
PATTON, BR
KWON, SK
ISTOMIN, RA
FILINOV, VS
GABAIX, X
HOFER, J
WILLEMIN, M
KWONG, NH
LEVASHOV, PR
FORTOV, VE
BORNATH, T
SCHLANGES, M
KRAEFT, WD
BHASEEN, MJ
SOLOVIEV, OA
PALUMBO, O
CANNELLI, G
TREQUATTRINI, F
GUADALUPI, GM
MOLINAS, B
HE, M
CHEN, Z
ALMERAS, Y
SCHELKACHEVA, T
PAKHNIN, DV
DIMASHKO, YA
BARKER, GC
CESSAC, B
KRUEGER, T
KAVOKIN, K
ALEINER, I
GORBAN, IS
BILYI, MM
DMITRUK, IM
YESHCHENKO, OA
LIN, YC
WAHLEN, H
OVCHINNIKOVA, MY
CARRETA, DD
FACULTY, P
OROZCO, EB
MOROZOV, AN
ZVELINDOVSKY, AV
E, JGEMFHR
BRINKMAN, A
TAKASHINA, K
LAKRIMI, M
KARDYNAL, B
KHYM, S
MASON, NJ
SYMONS, DM
CORNIA, A
SAHRAKORPI, S
ELZERMAN, JM
MUKHOPADHYAY, S
RUSTAGI, KC
MIZUSAKI, T
OTSUKA, T
CANO, A
GENDIAR, A
GOUGAM, AB
PIERRE, F
POTHIER, H
BIRGE, NO
BRAGINSKY, VB
GORODETSKY, ML
VYATCHANIN, SP
TANASKOVIC, D
LEE, SB
AGHASYAN, MM
KIRAKOSYAN, AA
KUHNE, R
CLINE, JA
RIGOS, AA
GUREVICH, L
GAMMEL, PL
BISHOP, DJ
GRENIER, C
NORTON, M
IOFFE, L
PEDERIVA, F
ASAI, T
HABERLAND, H
HILSE, P
IDZIASZEK, Z
PRICE, DL
SEDRAKYAN, D
YUAN, H
MICHELE, CD
LEPORINI, D
PALMER, CM
GHASKADVI, RS
DENNIN, M
RICHTER, T
PUTKARADZE, V
CHAME, A
ROUSSET, S
BONZEL, HP
WALTER, EJ
THOMPSON, E
IUCCI, A
KRUSINELBAUM, L
SHIBAUCHI, T
REYNOLDS, DE
GILLIN, P
ENGEL, E
OHGUSHI, K
YOTSUHASHI, S
GAUTIERPICARD, P
MILLIUS, DL
PASSOS, EJVD
LIMING, W
BRAMWELL, ST
HARRIS, MJ
TOKUNAGA, E
NAIR, SV
MASUMOTO, Y
GOMES, AM
NOVAK, MA
NUNES, WC
RAPP, RE
TAVASSOLI, Z
GARCIA, DJ
ZANNONI, A
LU, R
KOU, S
HU, H
HOSOKAWA, T
NISHIJIMA, T
SHIOHARA, Y
OKAZAKI, N
MIYOSHI, J
BUTOV, LV
MINTSEV, AV
HUANG, KC
SINKO, GV
SMIRNOV, NA
RAIBLE, M
MAYR, SG
LINZ, SJ
HAKALA, M
PUSKA, MJ
ENDERLE, M
HOSER, A
PROKES, K
SCHNEIDER, H
FORTIN, JY
HOLDSWORTH, PCW
J, H
RIEDEL, J
WIRTH, S
SMITH, AW
PETREAN, AM
STALIUNAS, K
BAILLY, F
COLSON, S
SCHAUTZ, F
FLAD, HJ
CORSO, G
KROMMER, H
VELYCHKO, OV
PLATIEL, Y
MAROTTA, V
BORISENKO, SV
LEGNER, S
DUERR, C
ABELL, S
MORITA, K
NOERGAARD, K
ESKILDSEN, MR
KLAUSEN, SN
FRANZ, A
BARRIO, RA
STRAYER, MR
WELLS, JC
CHANG, KH
KARAKURT, I
HERMAN, D
PAVARINI, E
DOLCINI, F
JENSEN, LM
CARRETA, DRD
EBELING, W
CAPOCCI, A
JANOWITZ, C
HAUFF, R
SCHLACHTER, SI
FIETZ, WH
GRUBE, K
KLAESER, M
ALBERT, I
SAMPLE, JG
PFEIFER, M
WINDT, M
VIALLETGUILLEN, V
MALATESTA, A
PEROV, AA
KHOMITSKY, DV
GALKIN, AY
KOPELEVICH, Y
ESQUINAZI, P
SETZER, A
PAN, VM
BARILO, SN
CIOFINI, I
DAUL, C
PFEIFFER, FO
KANG, DJ
HORNUNG, FW
WEISS, KP
LEIBROCK, H
WOLGEMUTH, CW
BALLABIO, G
PIEGARI, E
DOBES, J
VOLLMAYRLEE, K
KUNOLD, A
TORRES, M
CHANG, L
DEZSO, Z
SUELLOW, S
PRASAD, I
ARONSON, MC
ABRIKOSOV, AA
RADOVAN, HA
BEHNE, E
ZIEVE, RJ
SHIN, S
ATZKERN, S
KLEMM, M
MATSUSHITA, H
ARNVIG, KB
FEYERHERM, R
KATS, Y
MARSHALL, AF
SROKOWSKI, T
BERAKDAR, J
MICHELY, T
TORRES, JHS
MOEHLECKE, S
ZAULS, V
SCHRADER, S
BUSSON, P
HULT, A
MOTSCHMANN, H
TALANOV, VV
HEEMEYER, S
TIPTON, DL
DAGHERO, D
LICCI, F
UBERTALLI, G
BEHR, G
GRAW, G
LOISON, D
XIA, X
SHARMA, P
AUBERSON, G
CIORGA, M
JULLIAN, S
MIYAJIMA, T
ITO, T
KAWAKATSU, T
PETROV, Y
EGAMI, T
WEI, X
KOROTIN, M
CARNEIRO, MP
ERDMANN, U
SUN, J
TSURUMI, T
MORISE, H
BANDYOPADHYAY, R
FRANCO, MJ
LOU, P
BAKK, A
KOZINSKY, B
SARACCO, GP
LAJZEROWICZ, J
CHO, SY
MALHOTRA, S
PALMER, SE
LOUZOUN, Y
ALEKSEEVA, NV
PERINA, J
HORNBERGER, K
BENET, L
SUAREZMORENO, A
BROWN, WE
LOMBARDO, FC
MAZZITELLI, FD
MONTEOLIVA, D
MANUS, J
BRATCHIKOV, AV
LANDI, G
LIZZI, F
ROMEO, A
ALBUQUERQUE, LCD
DALMAZI, D
FARHI, E
GRAHAM, N
WEIGEL, H
OJIMA, I
OKOLOWICZ, J
ROTTER, I
LAVAGNO, A
QUARATI, P
VOLYA, A
ANTOCI, S
MIHICH, L
CAPOBIANCO, A
CORRIAS, S
CARR, S
BADER, JS
HAMMOND, RW
HENCK, SA
MCDERMOTT, GA
BUSTILLO, JM
SIMPSON, JW
MULHERN, GT
ROTHBERG, JM
PRATAVIERA, GA
ZAPATA, J
PESSA, E
GARDINER, SA
ODELL, D
